source_id	ONCpc2	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	F336W	e_F336W	f_F336W	F439W	e_F439W	f_F439W	F656N	e_F656N	f_F656N	F814W	e_F814W	f_F814W
3527	982	83.802875	-5.326514	1	0	05 35 12.690	-05 19 35.45	       	21.1453	2	       	21.2701	2	17.5421	0.1542	1	16.3237	0.0206	1
3913	983	83.810562	-5.290294	1	0	05 35 14.535	-05 17 25.06	       	21.8705	2	21.1	0.2615	1	16.1334	0.027	1	14.8736	0.0123	1
3372	984	83.798363	-5.320472	1	0	05 35 11.607	-05 19 13.70	       	       	0	       	22.1952	2	       	17.1408	2	17.5979	0.0482	1
3714	985	83.806562	-5.315931	1	0	05 35 13.575	-05 18 57.35	       	21.2557	2	       	       	0	17.9993	0.2797	1	18.4537	0.078	1
3776	986	83.807883	-5.314792	1	0	05 35 13.892	-05 18 53.25	       	21.428	2	       	21.3683	2	17.9548	0.1172	1	16.3914	0.0219	1
3754	987	83.80745	-5.32375	1	0	05 35 13.788	-05 19 25.50	21.3125	0.1977	1	20.8855	0.1305	1	16.7068	0.0762	1	15.2997	0.0138	1
4131	988	83.81435	-5.294183	2	0	05 35 15.444	-05 17 39.06	21.5866	0.2615	1	20.8975	0.2931	1	16.0147	0.023	1	15.3863	0.0146	1
4131	988	83.81435	-5.294183	2	0	05 35 15.444	-05 17 39.06	       	21.8132	2	21.3979	0.1832	1	16.1551	0.0274	1	15.7623	0.0156	1
4156	990	83.814583	-5.293531	2	0	05 35 15.500	-05 17 36.71	       	22.2085	2	       	20.9232	2	18.9078	0.1931	1	16.8444	0.0287	1
4156	990	83.814583	-5.293531	2	0	05 35 15.500	-05 17 36.71	       	21.7495	2	       	21.6381	2	18.8347	0.1349	1	16.7593	0.0251	1
3634	992	83.805429	-5.338581	2	0	05 35 13.303	-05 20 18.89	20.55	0.1228	1	20.4032	0.1335	1	15.4417	0.026	1	14.3114	0.0114	1
3634	992	83.805429	-5.338581	2	0	05 35 13.303	-05 20 18.89	19.8627	0.1248	1	20.7682	0.1284	1	15.195	0.0578	1	14.2704	0.0119	1
3803	994	83.808542	-5.331083	1	0	05 35 14.050	-05 19 51.90	16.9243	0.0149	1	15.9361	0.0119	1	12.9122	0.0125	1	12.7804	0.0104	1
4200	995	83.815325	-5.296461	2	0	05 35 15.678	-05 17 47.26	       	21.3549	2	       	20.9247	2	18.4513	0.1214	1	16.6441	0.0242	1
4200	995	83.815325	-5.296461	2	0	05 35 15.678	-05 17 47.26	       	21.8704	2	       	21.7238	2	17.4284	0.08	1	16.5431	0.0224	1
3821	997	83.809238	-5.334539	1	0	05 35 14.217	-05 20 04.34	21.3248	0.2448	1	21.0848	0.1638	1	16.2707	0.0947	1	15.6762	0.0166	1
4389	998	83.817858	-5.295628	2	0	05 35 16.286	-05 17 44.26	       	21.4021	2	       	20.9311	2	19.1863	0.2258	1	17.1074	0.0317	1
4389	998	83.817858	-5.295628	2	0	05 35 16.286	-05 17 44.26	       	21.7719	2	       	21.7001	2	19.1524	0.1697	1	17.0801	0.0328	1
4476	1000	83.819229	-5.28985	1	0	05 35 16.615	-05 17 23.46	       	       	0	       	21.6399	2	19.6377	0.2441	1	17.1212	0.0319	1
4513	1001	83.819842	-5.287989	1	0	05 35 16.762	-05 17 16.76	       	21.9157	2	       	21.6142	2	17.4548	0.0728	1	16.3366	0.019	1
3821	1002	83.809437	-5.334358	1	0	05 35 14.265	-05 20 03.69	       	21.9268	2	       	22.1565	2	       	       	3	19.0634	0.1234	1
4104	1003	83.813996	-5.317269	2	0	05 35 15.359	-05 19 02.17	17.6462	0.0185	1	18.572	0.031	1	14.2972	0.0148	1	14.4577	0.012	1
4104	1003	83.813996	-5.317269	2	0	05 35 15.359	-05 19 02.17	17.7773	0.0213	1	18.8169	0.0338	1	14.5728	0.0156	1	14.6423	0.0122	1
4079	1005	83.813367	-5.337497	2	0	05 35 15.208	-05 20 14.99	19.7267	0.0603	1	20.9523	0.2431	1	15.2192	0.0242	1	16.5413	0.0231	1
4079	1005	83.813367	-5.337497	2	0	05 35 15.208	-05 20 14.99	19.7605	0.0632	1	20.5163	0.0985	1	15.0645	0.0512	1	16.4766	0.0244	1
4731	1007	83.823	-5.294475	2	0	05 35 17.520	-05 17 40.11	21.947	0.1943	1	       	21.4664	2	16.885	0.0478	1	14.5941	0.0117	1
4731	1007	83.823	-5.294475	2	0	05 35 17.520	-05 17 40.11	22.0822	0.2503	1	       	21.655	2	16.8331	0.0458	1	14.6555	0.0124	1
4870	1009	83.824529	-5.298903	1	0	05 35 17.887	-05 17 56.05	       	       	0	       	21.4745	2	       	19.2027	2	18.542	0.0726	1
5708	1010	83.840171	-5.288656	1	0	05 35 21.641	-05 17 19.16	       	22.6722	2	       	21.5769	2	16.5174	0.0335	1	16.4749	0.0214	1
5215	1011	83.829933	-5.310931	1	0	05 35 19.184	-05 18 39.35	       	22.7765	2	       	22.6297	2	       	20.1155	2	19.2092	0.0958	1
5384	1012	83.833287	-5.312944	1	0	05 35 19.989	-05 18 46.60	       	21.7168	2	       	       	0	19.5089	0.2564	1	17.6553	0.045	1
4690	1013	83.822358	-5.337483	1	0	05 35 17.366	-05 20 14.94	20.3959	0.0857	1	19.4681	0.0468	1	15.6195	0.0444	1	14.7384	0.0122	1
5089	1014	83.827596	-5.309806	1	0	05 35 18.623	-05 18 35.30	       	22.0025	2	       	22.6519	2	       	19.2108	2	17.821	0.048	1
4615	1015	83.820917	-5.336692	1	0	05 35 17.020	-05 20 12.09	       	20.9578	2	       	21.2822	2	16.0018	0.1644	1	16.9713	0.032	1
5067	1016	83.827283	-5.305722	1	0	05 35 18.548	-05 18 20.60	19.6888	0.0429	1	18.9089	0.0319	1	15.0016	0.0142	1	14.5491	0.0116	1
4756	1017	83.823071	-5.324722	1	0	05 35 17.537	-05 19 29.00	       	21.7548	2	       	21.5558	2	       	18.7184	2	18.3207	0.0808	1
5116	1018	83.828271	-5.300847	1	0	05 35 18.785	-05 18 03.05	       	       	0	       	21.561	2	19.773	0.2877	1	16.9935	0.0291	1
5107	1019	83.827858	-5.300472	1	0	05 35 18.686	-05 18 01.70	       	22.7722	2	       	21.5221	2	       	19.2604	2	16.9971	0.0278	1
5259	1020	83.830712	-5.288697	1	0	05 35 19.371	-05 17 19.31	       	22.8885	2	       	21.5583	2	18.2902	0.0894	1	17.6777	0.0492	1
5036	1021	83.826521	-5.337928	1	0	05 35 18.365	-05 20 16.54	21.6013	0.2299	1	21.38	0.1982	1	16.7647	0.0859	1	15.3268	0.0138	1
5122	1022	83.828362	-5.291433	1	0	05 35 18.807	-05 17 29.16	21.9442	0.1646	1	       	21.5532	2	17.1903	0.0571	1	15.005	0.0125	1
4474	1023	83.819204	-5.326611	1	0	05 35 16.609	-05 19 35.80	20.7773	0.109	1	20.5924	0.1053	1	16.0099	0.0505	1	15.381	0.0146	1
5717	1024	83.840242	-5.288031	1	0	05 35 21.658	-05 17 16.91	       	21.7705	2	       	       	0	18.5065	0.1849	1	17.9221	0.0577	1
5384	1025	83.833237	-5.312958	1	0	05 35 19.977	-05 18 46.65	       	21.7168	2	       	       	0	19.5093	0.2564	1	17.6551	0.045	1
5044	1026	83.826613	-5.339011	1	0	05 35 18.387	-05 20 20.44	       	22.2509	2	       	21.2555	2	       	17.597	2	16.3489	0.0206	1
5479	1027	83.835062	-5.28735	1	0	05 35 20.415	-05 17 14.46	21.1283	0.0946	1	20.7144	0.1085	1	15.693	0.0203	1	14.6603	0.0119	1
3729	1028	83.80675	-5.331914	1	0	05 35 13.620	-05 19 54.89	21.0705	0.231	1	       	21.0748	2	16.058	0.0846	1	14.5282	0.0119	1
5067	1029	83.827104	-5.305681	1	0	05 35 18.505	-05 18 20.45	22.3594	0.2809	1	       	21.6857	2	17.2192	0.063	1	17.0962	0.0339	1
4154	1030	83.814508	-5.328764	1	0	05 35 15.482	-05 19 43.55	       	21.0443	2	       	21.2275	2	16.4497	0.2479	1	18.5742	0.0841	1
4182	1031	83.815012	-5.328736	1	0	05 35 15.603	-05 19 43.45	       	       	0	       	22.1599	2	       	17.0362	2	17.4204	0.047	1
3520	1032	83.802483	-5.329317	1	0	05 35 12.596	-05 19 45.54	       	20.9514	2	       	21.26	2	       	16.8695	2	17.5336	0.0459	1
4400	1033	83.817971	-5.340358	1	0	05 35 16.313	-05 20 25.29	20.4456	0.1346	1	20.7298	0.133	1	15.7398	0.0986	1	15.3002	0.0144	1
4301	1034	83.816583	-5.339178	1	0	05 35 15.980	-05 20 21.04	       	20.8054	2	       	21.1508	2	15.3498	0.0991	1	16.3556	0.024	1
5611	1035	83.83825	-5.305944	1	0	05 35 21.180	-05 18 21.40	21.2987	0.1165	1	20.799	0.1182	1	16.2448	0.0289	1	15.0668	0.013	1
5859	1036	83.843233	-5.292472	1	0	05 35 22.376	-05 17 32.90	       	21.7595	2	       	22.4485	2	       	19.1817	2	18.3987	0.0732	1
5831	1037	83.842742	-5.302444	2	0	05 35 22.258	-05 18 08.80	       	21.4631	2	       	20.8737	2	16.5693	0.0289	1	15.7006	0.0153	1
5831	1037	83.842742	-5.302444	2	0	05 35 22.258	-05 18 08.80	22.2261	0.2742	1	21.529	0.2126	1	16.5317	0.0333	1	15.6611	0.0153	1
6047	1039	83.847467	-5.314069	1	0	05 35 23.392	-05 18 50.65	18.3416	0.0211	1	17.377	0.0163	1	13.7859	0.0114	1	13.1194	0.0106	1
6123	1040	83.848988	-5.311111	1	0	05 35 23.757	-05 18 40.00	18.7373	0.0262	1	19.1556	0.0362	1	15.046	0.014	1	14.7979	0.0121	1
6078	1041	83.84805	-5.315872	1	0	05 35 23.532	-05 18 57.14	19.0008	0.0318	1	19.8405	0.0818	1	14.4119	0.0124	1	13.8239	0.011	1
6177	1042	83.849892	-5.310792	1	0	05 35 23.974	-05 18 38.85	       	22.8968	2	       	22.4718	2	19.0139	0.1417	1	16.9231	0.0261	1
6550	1043	83.860737	-5.298097	1	0	05 35 26.577	-05 17 53.15	       	21.7866	2	       	21.4809	2	18.0192	0.0955	1	15.8969	0.0164	1
6417	1044	83.85685	-5.301194	1	0	05 35 25.644	-05 18 04.30	       	       	0	       	22.4554	2	       	19.0937	2	17.4256	0.0394	1
6536	1045	83.86035	-5.299028	1	0	05 35 26.484	-05 17 56.50	20.9558	0.0917	1	20.2625	0.0706	1	15.5464	0.0202	1	14.7014	0.0119	1
6254	1046	83.851996	-5.3194	1	0	05 35 24.479	-05 19 09.84	       	21.9368	2	21.3474	0.1552	1	17.501	0.07	1	16.4422	0.0217	1
6173	1047	83.849858	-5.318761	1	0	05 35 23.966	-05 19 07.54	20.8917	0.0871	1	20.165	0.0648	1	15.3115	0.0167	1	15.0722	0.0129	1
6716	1048	83.865579	-5.301303	1	0	05 35 27.739	-05 18 04.69	21.7669	0.1739	1	21.3016	0.142	1	16.7741	0.052	1	15.3468	0.0137	1
6276	1049	83.852667	-5.319372	1	0	05 35 24.640	-05 19 09.74	19.9329	0.0452	1	21.6225	0.1983	1	14.9585	0.0142	1	14.696	0.0121	1
6599	1050	83.862229	-5.301931	1	0	05 35 26.935	-05 18 06.95	       	22.7196	2	       	21.5501	2	18.6813	0.2869	1	17.6595	0.0464	1
5408	1051	83.833712	-5.333094	1	0	05 35 20.091	-05 19 59.14	       	       	0	       	       	0	       	18.3311	2	18.1297	0.0659	1
5293	1052	83.830421	-5.335553	1	0	05 35 19.301	-05 20 07.99	16.4348	0.0118	1	16.4439	0.0126	1	14.381	0.0163	1	13.326	0.0106	1
5338	1053	83.832083	-5.342122	1	0	05 35 19.700	-05 20 31.64	       	21.376	2	       	22.098	2	       	17.9488	2	17.9546	0.068	1
5835	1054	83.842729	-5.341497	1	0	05 35 22.255	-05 20 29.39	15.3065	0.011	1	14.3066	0.0107	1	12.0908	0.011	1	11.9012	0.0105	1
6804	1055	83.868129	-5.298486	1	0	05 35 28.351	-05 17 54.55	       	21.6477	2	       	21.5713	2	17.7409	0.0819	1	16.2616	0.0191	1
6808	1056	83.868154	-5.306442	2	0	05 35 28.357	-05 18 23.19	19.3018	0.0335	1	18.3099	0.0294	1	14.7527	0.0149	1	13.9693	0.0113	1
6808	1056	83.868154	-5.306442	2	0	05 35 28.357	-05 18 23.19	19.3214	0.0381	1	18.2477	0.026	1	14.8192	0.0139	1	13.9193	0.0111	1
6772	1058	83.867196	-5.3159	1	0	05 35 28.127	-05 18 57.24	       	       	0	       	22.5505	2	19.4405	0.1933	1	18.1684	0.0696	1
6818	1059	83.868396	-5.317275	1	0	05 35 28.415	-05 19 02.19	19.2441	0.0371	1	20.1738	0.0724	1	15.3705	0.0166	1	15.5086	0.0145	1
6899	1060	83.872667	-5.298761	1	0	05 35 29.440	-05 17 55.54	       	       	0	       	22.4242	2	18.8951	0.1701	1	17.606	0.0476	1
6878	1061	83.871529	-5.305136	2	0	05 35 29.167	-05 18 18.49	       	       	0	       	20.9124	2	19.1018	0.2185	1	17.6833	0.0472	1
6878	1061	83.871529	-5.305136	2	0	05 35 29.167	-05 18 18.49	       	22.7175	2	       	       	0	19.3414	0.2233	1	17.5319	0.0456	1
6903	1063	83.872762	-5.312739	1	0	05 35 29.463	-05 18 45.86	22.2198	0.2619	1	       	       	0	18.4285	0.0927	1	16.499	0.0215	1
6923	1064	83.873096	-5.311178	1	0	05 35 29.543	-05 18 40.24	       	22.6737	2	       	21.6042	2	       	19.284	2	18.8513	0.0897	1
7015	1065	83.876517	-5.301608	2	0	05 35 30.364	-05 18 05.79	       	21.7624	2	       	22.4539	2	18.0508	0.1652	1	17.4889	0.0426	1
7015	1065	83.876517	-5.301608	2	0	05 35 30.364	-05 18 05.79	       	21.7519	2	       	21.5677	2	18.3825	0.2326	1	17.5583	0.0501	1
7064	1067	83.877937	-5.302011	1	0	05 35 30.705	-05 18 07.24	21.323	0.2614	1	19.8129	0.0504	1	14.4148	0.0129	1	14.7046	0.0119	1
8196	1068	83.878833	-5.304775	2	0	05 35 30.920	-05 18 17.19	18.8684	0.0301	1	18.2601	0.0238	1	14.2703	0.0117	1	13.413	0.0106	1
8196	1068	83.878833	-5.304775	2	0	05 35 30.920	-05 18 17.19	18.8386	0.0323	1	18.1649	0.0263	1	14.2448	0.0125	1	13.4416	0.0109	1
7335	1070	83.886817	-5.305522	1	0	05 35 32.836	-05 18 19.88	       	       	0	       	22.4437	2	       	19.265	2	17.453	0.0385	1
7128	1071	83.880025	-5.325592	1	0	05 35 31.206	-05 19 32.13	       	23.0407	2	       	21.7235	2	18.232	0.077	1	17.2694	0.0358	1
7028	1072	83.876929	-5.326161	1	0	05 35 30.463	-05 19 34.18	       	22.2263	2	       	21.7171	2	19.1013	0.1316	1	17.2278	0.0349	1
7111	1073	83.879296	-5.312567	1	0	05 35 31.031	-05 18 45.24	21.4724	0.1193	1	20.7875	0.0937	1	16.4269	0.0263	1	15.1586	0.0129	1
7159	1074	83.880771	-5.338158	1	0	05 35 31.385	-05 20 17.37	20.7517	0.062	1	21.1138	0.1107	1	16.3129	0.0218	1	15.916	0.0161	1
7138	1075	83.880287	-5.315586	1	0	05 35 31.269	-05 18 56.11	15.863	0.0106	1	15.7016	0.0113	1	12.218	0.0103	1	12.2944	0.0103	1
6475	1076	83.859042	-5.335025	1	0	05 35 26.170	-05 20 06.09	20.557	0.0674	1	19.7809	0.0509	1	15.3448	0.0179	1	14.5951	0.012	1
7378	1077	83.888508	-5.332728	1	0	05 35 33.242	-05 19 57.82	       	22.2657	2	       	       	0	18.4	0.0863	1	17.4569	0.0414	1
7707	1078	83.902771	-5.314186	1	0	05 35 36.665	-05 18 51.07	       	       	0	       	       	0	19.1802	0.1337	1	17.0679	0.0346	1
7608	1079	83.89875	-5.342575	1	0	05 35 35.700	-05 20 33.27	       	       	0	       	21.7015	2	18.9831	0.293	1	17.3184	0.0392	1
7623	1080	83.899587	-5.342697	2	0	05 35 35.901	-05 20 33.71	       	22.1644	2	       	       	0	18.4263	0.1753	1	17.8629	0.0625	1
7623	1080	83.899587	-5.342697	2	0	05 35 35.901	-05 20 33.71	       	22.002	2	       	       	0	18.7042	0.2355	1	17.8544	0.0682	1
7645	1082	83.9009	-5.339047	1	0	05 35 36.216	-05 20 20.57	       	22.3128	2	       	21.6855	2	18.5073	0.097	1	17.1972	0.0383	1
7690	1083	83.90215	-5.336003	1	0	05 35 36.516	-05 20 09.61	       	23.2364	2	       	21.6913	2	18.8576	0.1098	1	16.4016	0.0201	1
7690	1084	83.902125	-5.335933	1	0	05 35 36.510	-05 20 09.36	       	23.2364	2	       	21.6913	2	18.8576	0.1098	1	16.4009	0.0201	1
7759	1085	83.9066	-5.32895	1	0	05 35 37.584	-05 19 44.22	21.3482	0.0881	1	       	21.743	2	19.4984	0.1493	1	15.9298	0.0162	1
7773	1086	83.90865	-5.340989	2	0	05 35 38.076	-05 20 27.56	       	22.3977	2	       	21.8041	2	19.9633	0.2337	1	17.3359	0.0355	1
7773	1086	83.90865	-5.340989	2	0	05 35 38.076	-05 20 27.56	       	22.4636	2	       	21.7649	2	19.5157	0.191	1	17.3276	0.0414	1
7773	1088	83.908667	-5.340947	2	0	05 35 38.080	-05 20 27.41	       	22.3977	2	       	21.8041	2	19.9634	0.2337	1	17.3357	0.0355	1
7773	1088	83.908667	-5.340947	2	0	05 35 38.080	-05 20 27.41	       	22.4636	2	       	21.7649	2	19.5203	0.191	1	17.3283	0.0414	1
7816	1090	83.912808	-5.340531	2	0	05 35 39.074	-05 20 25.91	       	22.2771	2	       	21.7223	2	18.3282	0.0783	1	16.387	0.0196	1
7816	1090	83.912808	-5.340531	2	0	05 35 39.074	-05 20 25.91	       	23.3247	2	       	21.775	2	17.752	0.0669	1	16.3404	0.02	1
583	1092	83.640408	-5.243386	1	0	05 34 33.698	-05 14 36.19	18.3077	0.0191	1	17.2374	0.0161	1	14.1853	0.012	1	13.6643	0.0111	1
583	1093	83.6403	-5.243261	1	0	05 34 33.672	-05 14 35.74	19.1978	0.0347	1	17.9136	0.0221	1	14.5671	0.0132	1	14.1655	0.0114	1
825	1094	83.662012	-5.241306	1	0	05 34 38.883	-05 14 28.70	       	22.0302	2	       	21.613	2	18.0413	0.0715	1	16.7059	0.0261	1
1173	1095	83.684967	-5.248514	1	0	05 34 44.392	-05 14 54.65	21.3796	0.1177	1	19.9164	0.0518	1	17.3427	0.0531	1	15.9436	0.0157	1
1800	1096	83.719171	-5.260192	1	0	05 34 52.601	-05 15 36.69	       	21.9798	2	       	22.4648	2	17.1908	0.0617	1	15.8309	0.0163	1
2128	1097	83.74175	-5.267244	1	0	05 34 58.020	-05 16 02.08	       	21.9534	2	       	       	0	       	20.0052	2	18.6292	0.0771	1
2236	1098	83.751	-5.266411	1	0	05 35 00.240	-05 15 59.08	       	22.0324	2	       	21.5091	2	17.7795	0.0723	1	16.9783	0.0314	1
2464	1099	83.763883	-5.273019	1	0	05 35 03.332	-05 16 22.87	       	22.0528	2	       	21.5621	2	       	19.1907	2	17.4502	0.0389	1
2474	1100	83.764958	-5.266814	1	0	05 35 03.590	-05 16 00.53	       	22.0286	2	       	       	0	17.5896	0.0633	1	17.4133	0.0397	1
3534	1101	83.802975	-5.270417	1	0	05 35 12.714	-05 16 13.50	20.5976	0.0633	1	19.6274	0.0511	1	15.5166	0.017	1	14.4543	0.0123	1
5105	1102	83.826771	-5.277108	1	0	05 35 18.425	-05 16 37.59	14.8291	0.0106	1	14.1475	0.0105	1	12.0164	0.0105	1	11.7955	0.0104	1
4915	1103	83.8249	-5.279192	1	0	05 35 17.976	-05 16 45.09	21.6033	0.2857	1	       	21.5261	2	17.3436	0.057	1	15.8647	0.0161	1
4287	1104	83.816508	-5.282636	1	0	05 35 15.962	-05 16 57.49	21.1237	0.0948	1	20.644	0.086	1	15.751	0.0177	1	14.8215	0.0122	1
4717	1105	83.822683	-5.282497	1	0	05 35 17.444	-05 16 56.99	       	21.9958	2	       	       	0	18.6852	0.1032	1	16.925	0.0267	1
4973	1106	83.825862	-5.276108	1	0	05 35 18.207	-05 16 33.99	19.0063	0.031	1	19.563	0.0471	1	17.502	0.0714	1	15.1532	0.0132	1
4523	1107	83.81995	-5.281469	1	0	05 35 16.788	-05 16 53.29	22.5691	0.2746	1	       	21.6552	2	17.382	0.0599	1	15.7973	0.0154	1
3932	1108	83.810983	-5.279428	1	0	05 35 14.636	-05 16 45.94	21.6516	0.1447	1	       	21.5458	2	15.6758	0.0189	1	15.4714	0.0149	1
5291	1109	83.830412	-5.279094	1	0	05 35 19.299	-05 16 44.74	17.808	0.0161	1	18.9058	0.0339	1	13.4586	0.0113	1	14.8751	0.0125	1
5305	1110	83.831537	-5.284247	1	0	05 35 19.569	-05 17 03.29	       	22.0333	2	       	21.6264	2	       	20.3216	2	18.5281	0.0785	1
6256	1111	83.852046	-5.283331	1	0	05 35 24.491	-05 16 59.99	17.4175	0.0148	1	17.7018	0.0204	1	13.5677	0.0122	1	13.6466	0.0115	1
5793	1112	83.841571	-5.284719	1	0	05 35 21.977	-05 17 04.99	21.6207	0.1335	1	19.9449	0.0539	1	16.0694	0.0242	1	14.7349	0.0125	1
5775	1113	83.841212	-5.284303	1	0	05 35 21.891	-05 17 03.49	21.3825	0.1177	1	19.6954	0.046	1	15.4663	0.0171	1	14.8729	0.013	1
5085	1114	83.8275	-5.276428	1	0	05 35 18.600	-05 16 35.14	21.6435	0.155	1	19.3405	0.0427	1	14.936	0.0142	1	13.9508	0.0112	1
8197	1115	83.828754	-5.270528	1	0	05 35 18.901	-05 16 13.90	15.3292	0.011	1	14.6943	0.0109	1	12.5936	0.0109	1	12.3673	       	3
6710	1116	83.864721	-5.285967	1	0	05 35 27.533	-05 17 09.48	19.054	0.0386	1	18.3782	0.0295	1	13.9899	0.0129	1	13.7645	0.0111	1
6661	1117	83.863796	-5.286786	1	0	05 35 27.311	-05 17 12.43	       	22.63	2	       	22.382	2	16.9971	0.0602	1	16.9344	0.021	1
6681	1118	83.864408	-5.286647	1	0	05 35 27.458	-05 17 11.93	       	21.4685	2	       	22.3025	2	15.9863	0.0323	1	15.9084	0.0182	1
6762	1119	83.866858	-5.288981	1	0	05 35 28.046	-05 17 20.33	19.5777	0.0445	1	18.7823	0.0327	1	15.147	0.019	1	14.1131	0.0115	1
7036	1120	83.877233	-5.287603	1	0	05 35 30.536	-05 17 15.37	       	       	0	       	       	0	18.9465	0.235	1	16.9579	0.0309	1
7192	1121	83.881787	-5.282853	1	0	05 35 31.629	-05 16 58.27	20.8299	0.122	1	21.2011	0.164	1	16.5507	0.0588	1	15.7553	0.0164	1
7328	1122	83.886712	-5.294033	1	0	05 35 32.811	-05 17 38.52	22.0351	0.2555	1	21.5879	0.2282	1	17.2477	0.0703	1	15.8053	0.0165	1
7364	1123	83.887983	-5.292797	1	0	05 35 33.116	-05 17 34.07	18.9414	0.0358	1	19.3105	0.0433	1	14.7384	0.0168	1	14.7577	0.0123	1
8142	1124	83.947762	-5.380436	1	1	05 35 47.463	-05 22 49.57	17.8896	0.0147	1	17.0173	0.0142	1	13.744	0.011	1	13.2081	0.0107	1
8128	1125	83.944187	-5.373403	1	0	05 35 46.605	-05 22 24.25	19.2088	0.0292	1	18.5529	0.0288	1	15.0499	0.0155	1	14.0992	0.0111	1
8090	1126	83.936813	-5.409594	1	0	05 35 44.835	-05 24 34.54	19.1011	0.0328	1	18.981	0.0337	1	14.902	0.0152	1	14.1855	0.0112	1
8141	1127	83.947262	-5.379117	1	1	05 35 47.343	-05 22 44.82	       	       	0	       	21.7822	2	       	19.9508	2	18.0119	0.0294	1
8009	1128	83.929117	-5.384022	1	0	05 35 42.988	-05 23 02.48	18.9073	0.0296	1	19.5575	0.046	1	14.6609	0.0142	1	15.326	0.014	1
7813	1129	83.912421	-5.389789	1	0	05 35 38.981	-05 23 23.24	       	21.8411	2	       	22.4443	2	19.2832	0.2551	1	18.9624	0.0947	1
7861	1130	83.916579	-5.374108	1	1	05 35 39.979	-05 22 26.79	       	       	0	       	       	0	       	19.4483	2	18.2732	0.034	1
7902	1131	83.920046	-5.361619	1	0	05 35 40.811	-05 21 41.83	       	22.3816	2	       	       	0	       	19.4914	2	18.9415	0.101	1
7915	1132	83.920408	-5.367314	1	0	05 35 40.898	-05 22 02.33	18.5387	0.0193	1	19.4929	0.0438	1	14.2757	0.0122	1	15.1865	0.0132	1
7892	1133	83.919162	-5.375594	1	1	05 35 40.599	-05 22 32.14	       	23.2335	2	       	22.1069	2	       	19.3956	2	19.2861	0.0948	1
8114	1134	83.940842	-5.371494	1	0	05 35 45.802	-05 22 17.38	       	22.2723	2	       	21.6395	2	       	20.1701	2	18.4486	0.0727	1
7576	1135	83.897171	-5.358219	1	0	05 35 35.321	-05 21 29.59	21.4818	0.1255	1	       	21.6921	2	17.3159	0.0672	1	18.7031	0.0916	1
7549	1136	83.896425	-5.356581	2	0	05 35 35.142	-05 21 23.69	18.7796	0.0256	1	19.2267	0.0591	1	15.2511	0.0173	1	14.8154	0.0127	1
7549	1136	83.896425	-5.356581	2	0	05 35 35.142	-05 21 23.69	18.6632	0.0213	1	18.8964	0.0333	1	15.0479	0.0143	1	14.4694	0.0122	1
7582	1138	83.897	-5.357553	1	0	05 35 35.280	-05 21 27.19	14.8604	0.0104	1	15.4912	0.0111	1	11.3034	0.0103	1	12.679	0.0107	1
7102	1139	83.879129	-5.367056	1	0	05 35 30.991	-05 22 01.40	       	22.0261	2	       	21.5386	2	19.4972	0.2479	1	16.7482	0.0189	1
7072	1140	83.878092	-5.362986	1	0	05 35 30.742	-05 21 46.75	       	22.0327	2	       	21.5053	2	       	18.6422	2	17.3095	0.0414	1
6333	1141	83.854696	-5.373667	1	0	05 35 25.127	-05 22 25.20	       	20.7523	2	       	21.2804	2	16.3708	0.2193	1	16.2696	0.0225	1
6776	1142	83.8673	-5.359667	1	0	05 35 28.152	-05 21 34.80	       	       	0	       	21.5026	2	       	       	3	19.1664	0.1076	1
6852	1143	83.869362	-5.373722	1	1	05 35 28.647	-05 22 25.40	       	21.2293	2	       	21.4096	2	16.3357	0.1114	1	18.4222	0.0801	1
6365	1144	83.855762	-5.396056	1	0	05 35 25.383	-05 23 45.80	       	19.6624	2	       	20.6625	2	       	15.2115	2	17.1179	0.0551	1
6327	1145	83.854512	-5.396336	1	0	05 35 25.083	-05 23 46.81	16.7412	0.0283	1	15.826	0.012	1	13.0165	0.0475	1	12.4065	0.0103	1
6240	1146	83.851858	-5.398611	1	0	05 35 24.446	-05 23 55.00	       	       	0	       	       	0	       	       	3	17.7982	0.0727	1
6574	1147	83.861504	-5.348094	1	0	05 35 26.761	-05 20 53.14	       	       	0	       	21.3869	2	       	18.3704	2	17.8718	0.0664	1
6395	1148	83.856175	-5.359875	1	0	05 35 25.482	-05 21 35.55	19.6397	0.0511	1	18.7174	0.0326	1	15.287	0.0591	1	14.4488	0.0118	1
6093	1149	83.848525	-5.396194	1	0	05 35 23.646	-05 23 46.30	18.1171	0.0941	1	18.7519	0.0526	1	13.8407	0.1042	1	14.2809	0.0125	1
6372	1150	83.855917	-5.364333	1	0	05 35 25.420	-05 21 51.60	19.1975	0.0522	1	18.1881	0.0278	1	14.2238	0.0465	1	13.8262	0.011	1
6372	1151	83.856054	-5.364292	1	0	05 35 25.453	-05 21 51.45	19.5144	0.1009	1	19.2149	0.0679	1	14.7226	0.0618	1	14.3177	0.0117	1
6278	1152	83.852738	-5.3785	1	0	05 35 24.657	-05 22 42.60	       	       	0	       	22.3891	2	18.9032	0.2531	1	16.8161	0.0289	1
6301	1153	83.853433	-5.366028	1	0	05 35 24.824	-05 21 57.70	       	20.1094	2	       	21.0238	2	15.5396	0.2703	1	17.1513	0.0444	1
