source_id	ONCpc2	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	F336W	e_F336W	f_F336W	F439W	e_F439W	f_F439W	F656N	e_F656N	f_F656N	F814W	e_F814W	f_F814W
2774	810	83.776892	-5.519242	1	0	05 35 06.454	-05 31 09.27	       	23.0773	2	       	       	0	       	       	3	15.4801	0.0147	1
2894	811	83.782675	-5.488186	1	1	05 35 07.842	-05 29 17.47	20.6448	0.0701	1	19.8031	0.0542	1	17.6392	0.0931	1	15.0166	0.0131	1
2971	812	83.784942	-5.474839	1	0	05 35 08.386	-05 28 29.42	19.3225	0.039	1	19.098	0.0362	1	14.3564	0.0126	1	14.9757	0.0124	1
2577	813	83.769425	-5.493381	1	1	05 35 04.662	-05 29 36.17	19.6866	0.0431	1	18.9957	0.0354	1	15.2215	0.0167	1	14.7186	0.0124	1
2594	814	83.769037	-5.474044	2	0	05 35 04.569	-05 28 26.56	17.7786	0.0158	1	16.6116	0.0127	1	14.2086	0.0119	1	13.8941	0.0109	1
2594	814	83.769037	-5.474044	2	0	05 35 04.569	-05 28 26.56	17.7313	0.0156	1	16.6369	0.0142	1	14.159	0.0124	1	13.909	0.0111	1
2555	816	83.768837	-5.493978	1	1	05 35 04.521	-05 29 38.32	16.9398	0.0126	1	16.1385	0.0122	1	13.2025	0.0117	1	12.8041	0.0107	1
2499	817	83.766817	-5.472392	1	0	05 35 04.036	-05 28 20.61	       	22.6574	2	       	21.5174	2	18.697	0.2946	1	17.4845	0.0428	1
2470	818	83.764813	-5.490511	1	0	05 35 03.555	-05 29 25.84	17.7657	0.0156	1	17.9703	0.0226	1	13.953	0.012	1	13.8984	0.0111	1
2470	819	83.764858	-5.490664	1	0	05 35 03.566	-05 29 26.39	17.8852	0.0163	1	18.3084	0.0281	1	13.3469	0.0118	1	14.3531	0.0118	1
2516	820	83.766283	-5.484256	1	1	05 35 03.908	-05 29 03.32	17.534	0.014	1	16.504	0.0126	1	13.2404	0.0109	1	12.6888	0.0105	1
2450	821	83.762429	-5.500406	1	0	05 35 02.983	-05 30 01.46	16.0433	0.0109	1	15.2205	0.011	1	12.3073	0.0106	1	11.9452	0.0103	1
2354	822	83.757592	-5.505361	1	0	05 35 01.822	-05 30 19.30	21.708	0.1315	1	19.8046	0.045	1	16.0353	0.0238	1	15.1539	0.0129	1
2495	823	83.766292	-5.469094	2	0	05 35 03.910	-05 28 08.74	       	21.7517	2	       	21.5293	2	       	18.8637	2	18.5739	0.0768	1
2495	823	83.766292	-5.469094	2	0	05 35 03.910	-05 28 08.74	       	22.5343	2	       	21.4886	2	18.8926	0.1912	1	18.5946	0.0889	1
2261	825	83.753525	-5.518306	1	0	05 35 00.846	-05 31 05.90	21.7706	0.1514	1	       	21.6323	2	16.8777	0.0442	1	15.8537	0.016	1
2379	826	83.758975	-5.486064	1	1	05 35 02.154	-05 29 09.83	19.7332	0.0437	1	20.9239	0.234	1	15.0477	0.0165	1	14.5628	0.0121	1
2379	827	83.759275	-5.486053	1	1	05 35 02.226	-05 29 09.79	21.4231	0.1227	1	20.7956	0.1062	1	16.5171	0.0412	1	15.3002	0.0143	1
2287	828	83.754858	-5.498667	2	0	05 35 01.166	-05 29 55.20	19.4731	0.0385	1	18.5821	0.03	1	15.0765	0.015	1	14.2821	0.0114	1
2287	828	83.754858	-5.498667	2	0	05 35 01.166	-05 29 55.20	19.5833	0.0408	1	18.5955	0.0274	1	15.083	0.0148	1	14.3303	0.0114	1
2321	830	83.756167	-5.472428	1	0	05 35 01.480	-05 28 20.74	19.4406	0.0392	1	18.4058	0.028	1	14.8247	0.0145	1	14.116	0.0111	1
1958	831	83.730337	-5.506069	1	0	05 34 55.281	-05 30 21.85	11.5322	0.0119	1	11.2787	0.0104	1	10.1424	0.0103	1	10.1034	0.0103	1
2116	832	83.741112	-5.478339	1	1	05 34 57.867	-05 28 42.02	21.2395	0.1065	1	20.8008	0.0996	1	16.3085	0.0348	1	16.306	0.0198	1
2110	833	83.741042	-5.472456	1	1	05 34 57.850	-05 28 20.84	       	21.8028	2	       	       	0	       	18.876	2	18.9043	0.0439	1
2138	834	83.742396	-5.479958	1	1	05 34 58.175	-05 28 47.85	       	21.818	2	       	21.7329	2	       	19.9009	2	18.1496	0.0321	1
2162	835	83.745408	-5.467608	2	0	05 34 58.898	-05 28 03.39	19.0593	0.0296	1	18.0992	0.0263	1	14.7752	0.0164	1	14.2075	0.0116	1
2162	835	83.745408	-5.467608	2	0	05 34 58.898	-05 28 03.39	19.0971	0.037	1	18.1531	0.0252	1	14.8244	0.0158	1	14.2371	0.0115	1
2118	837	83.741321	-5.496111	1	0	05 34 57.917	-05 29 46.00	21.6326	0.1341	1	20.7187	0.0883	1	16.4324	0.0351	1	15.2921	0.0134	1
2132	838	83.741862	-5.494583	1	1	05 34 58.047	-05 29 40.50	       	21.9001	2	       	21.7544	2	18.087	0.0854	1	16.734	0.0233	1
2080	839	83.739071	-5.509417	2	0	05 34 57.377	-05 30 33.90	       	22.8964	2	       	22.4915	2	18.8155	0.1309	1	17.089	0.029	1
2080	839	83.739071	-5.509417	2	0	05 34 57.377	-05 30 33.90	       	22.865	2	       	21.6151	2	       	19.2536	2	17.1196	0.0368	1
2088	841	83.739346	-5.511681	2	0	05 34 57.443	-05 30 42.05	19.143	0.0325	1	20.6835	0.174	1	14.819	0.0133	1	14.128	0.0111	1
2088	841	83.739346	-5.511681	2	0	05 34 57.443	-05 30 42.05	19.2343	0.0367	1	18.0536	0.0228	1	14.7444	0.014	1	14.117	0.0115	1
2092	843	83.740317	-5.508194	2	0	05 34 57.676	-05 30 29.50	       	21.9987	2	       	21.7142	2	18.5502	0.1093	1	16.8879	0.0269	1
2092	843	83.740317	-5.508194	2	0	05 34 57.676	-05 30 29.50	       	21.9893	2	       	21.6744	2	18.7425	0.1258	1	16.9343	0.0314	1
1980	845	83.731646	-5.493764	1	0	05 34 55.595	-05 29 37.55	20.6094	0.0697	1	19.7837	0.0545	1	15.9619	0.0262	1	14.9589	0.0129	1
2011	846	83.7338	-5.482181	1	1	05 34 56.112	-05 28 55.85	       	21.8912	2	       	22.5885	2	18.857	0.1574	1	18.4994	0.0414	1
2038	847	83.73545	-5.464164	1	0	05 34 56.508	-05 27 50.99	18.8893	0.0325	1	18.0443	0.0216	1	14.4787	0.0132	1	13.933	0.0109	1
1898	848	83.725763	-5.481764	1	1	05 34 54.183	-05 28 54.35	       	21.896	2	20.4061	0.1007	1	16.1034	0.0319	1	15.1884	0.0135	1
1922	849	83.727671	-5.471722	1	0	05 34 54.641	-05 28 18.20	18.6452	0.0264	1	19.8552	0.0554	1	14.9718	0.0166	1	15.5413	0.015	1
1804	850	83.719358	-5.495931	1	0	05 34 52.646	-05 29 45.35	18.8935	0.0272	1	18.4044	0.0271	1	14.4829	0.0127	1	13.8315	0.0109	1
1804	851	83.719362	-5.495819	1	0	05 34 52.647	-05 29 44.95	18.9919	0.0302	1	18.6271	0.031	1	14.6994	0.0133	1	14.0094	0.011	1
1780	852	83.71805	-5.502225	1	0	05 34 52.332	-05 30 08.01	19.7388	0.0436	1	19.101	0.0383	1	17.0391	0.0613	1	14.5778	0.0125	1
1821	853	83.720462	-5.483069	1	1	05 34 52.911	-05 28 59.05	19.2331	0.0385	1	18.065	0.0228	1	13.6038	0.0115	1	14.707	0.0122	1
1879	854	83.724729	-5.463625	1	0	05 34 53.935	-05 27 49.05	21.8583	0.1851	1	21.2075	0.1429	1	17.0887	0.0621	1	15.7914	0.0157	1
1728	855	83.714808	-5.474306	1	1	05 34 51.554	-05 28 27.50	       	21.8873	2	       	22.4692	2	19.526	0.2562	1	18.0238	0.0639	1
1685	856	83.711875	-5.490306	1	0	05 34 50.850	-05 29 25.10	19.8101	0.0421	1	19.0151	0.0338	1	15.2779	0.0166	1	14.4797	0.0116	1
1722	857	83.714237	-5.482458	1	1	05 34 51.417	-05 28 56.85	       	21.9912	2	       	21.7307	2	19.0487	0.176	1	17.7556	0.0479	1
1814	858	83.719821	-5.464722	1	0	05 34 52.757	-05 27 53.00	19.2733	0.0378	1	18.2911	0.0262	1	14.506	0.0137	1	13.7627	0.011	1
1588	859	83.706487	-5.484292	1	0	05 34 49.557	-05 29 03.45	16.7639	0.013	1	17.4496	0.0179	1	13.1503	0.0113	1	14.0153	0.0114	1
1812	860	83.719817	-5.465333	1	0	05 34 52.756	-05 27 55.20	18.4725	0.0235	1	17.6864	0.0181	1	14.2387	0.0126	1	13.602	0.0109	1
2013	861	83.733208	-5.490694	1	0	05 34 55.970	-05 29 26.50	17.6534	0.035	1	16.9351	0.0153	1	13.736	0.0228	1	13.2043	0.0111	1
1485	862	83.700954	-5.502847	1	0	05 34 48.229	-05 30 10.25	22.465	0.2762	1	       	21.7688	2	19.0501	0.168	1	16.7731	0.0263	1
1564	863	83.704429	-5.469167	1	0	05 34 49.063	-05 28 09.00	22.16	0.2041	1	21.4905	0.1871	1	19.2769	0.1991	1	15.8547	0.0161	1
1556	864	83.703971	-5.471375	1	1	05 34 48.953	-05 28 16.95	20.0415	0.0462	1	20.0774	0.0621	1	15.4703	0.0183	1	15.0607	0.013	1
1363	865	83.695254	-5.505486	1	0	05 34 46.861	-05 30 19.75	       	22.009	2	21.6165	0.2007	1	18.1839	0.0929	1	17.0323	0.0308	1
1448	866	83.699612	-5.485833	1	0	05 34 47.907	-05 29 09.00	       	22.8626	2	       	21.7493	2	       	18.9974	2	       	20.4079	2
1421	867	83.6982	-5.488528	1	0	05 34 47.568	-05 29 18.70	       	       	0	       	21.7822	2	       	19.0964	2	20.3289	0.2887	1
1259	868	83.689812	-5.489111	1	0	05 34 45.555	-05 29 20.80	20.565	0.1023	1	18.2787	0.0243	1	14.6237	0.0129	1	13.6777	0.0108	1
1129	869	83.680825	-5.501958	1	0	05 34 43.398	-05 30 07.05	18.8546	0.0251	1	17.8095	0.0192	1	14.4793	0.0123	1	13.8421	0.0109	1
921	870	83.666533	-5.501222	2	0	05 34 39.968	-05 30 04.40	17.8446	0.0146	1	17.6922	0.0185	1	12.8501	0.0104	1	13.9705	0.011	1
921	870	83.666533	-5.501222	2	0	05 34 39.968	-05 30 04.40	18.9193	0.0327	1	19.3441	0.0409	1	13.0273	0.0109	1	15.5916	0.0147	1
907	872	83.66605	-5.501875	1	0	05 34 39.852	-05 30 06.75	18.8459	0.025	1	16.9392	0.0143	1	13.7133	0.011	1	13.8821	0.0109	1
969	873	83.670079	-5.469319	2	0	05 34 40.819	-05 28 09.55	19.4287	0.0391	1	19.9661	0.0684	1	15.5545	0.0198	1	14.5971	0.0122	1
969	873	83.670079	-5.469319	2	0	05 34 40.819	-05 28 09.55	20.2338	0.0538	1	20.52	0.1013	1	15.4134	0.0174	1	14.6957	0.0123	1
664	875	83.648842	-5.486983	1	0	05 34 35.722	-05 29 13.14	       	       	0	       	21.7407	2	       	19.3955	2	19.0902	0.1107	1
883	876	83.664762	-5.454844	1	0	05 34 39.543	-05 27 17.44	       	22.0136	2	       	       	0	18.1899	0.0878	1	16.2416	0.0186	1
660	877	83.648692	-5.497775	1	0	05 34 35.686	-05 29 51.99	20.1041	0.0461	1	19.0807	0.0347	1	15.564	0.0193	1	14.7005	0.0121	1
827	878	83.662017	-5.456969	2	0	05 34 38.884	-05 27 25.09	       	22.8645	2	       	22.4415	2	       	20.1005	2	19.1547	0.0954	1
827	878	83.662017	-5.456969	2	0	05 34 38.884	-05 27 25.09	       	22.9206	2	       	22.5712	2	       	20.0561	2	18.9892	0.1005	1
991	880	83.672242	-5.505639	1	0	05 34 41.338	-05 30 20.30	       	22.032	2	       	       	0	18.5936	0.1096	1	19.2	0.1045	1
769	881	83.658746	-5.461164	1	0	05 34 38.099	-05 27 40.19	19.4688	0.0432	1	21.1976	0.1454	1	15.2515	0.0156	1	14.5154	0.0118	1
769	882	83.6587	-5.461261	1	0	05 34 38.088	-05 27 40.54	19.1485	0.033	1	20.2186	0.1204	1	14.9039	0.0137	1	14.2223	0.0113	1
1086	883	83.678008	-5.477042	1	0	05 34 42.722	-05 28 37.35	18.5536	0.0232	1	18.2437	0.0278	1	14.4321	0.013	1	13.5963	0.0111	1
1086	884	83.678071	-5.477125	1	0	05 34 42.737	-05 28 37.65	18.7088	0.026	1	18.2808	0.0288	1	14.492	0.0134	1	13.7593	0.0112	1
567	885	83.638083	-5.474275	1	0	05 34 33.140	-05 28 27.39	       	22.1068	2	       	21.8081	2	19.2781	0.1697	1	18.1726	0.0663	1
590	886	83.640925	-5.455036	1	0	05 34 33.822	-05 27 18.13	21.3688	0.1002	1	20.4201	0.0754	1	16.4783	0.0311	1	15.2435	0.0133	1
524	887	83.6334	-5.461856	1	0	05 34 32.016	-05 27 42.68	22.0291	0.1417	1	21.9433	0.2863	1	17.2159	0.0521	1	17.2063	0.0339	1
508	888	83.631967	-5.474161	1	0	05 34 31.672	-05 28 26.98	19.2276	0.0302	1	18.8249	0.0313	1	15.0395	0.0138	1	14.4163	0.0116	1
605	889	83.641392	-5.473469	1	0	05 34 33.934	-05 28 24.49	14.2724	0.0104	1	13.7131	0.0105	1	11.6093	0.0106	1	11.3477	0.0102	1
364	890	83.617529	-5.444339	1	0	05 34 28.207	-05 26 39.62	22.8117	0.2553	1	21.189	0.1444	1	17.1432	0.0565	1	15.6708	0.0148	1
353	891	83.616338	-5.442936	1	0	05 34 27.921	-05 26 34.57	17.3589	0.0123	1	16.7716	0.0133	1	13.2799	0.0107	1	13.7918	0.0109	1
8194	892	83.608987	-5.441742	1	0	05 34 26.157	-05 26 30.27	18.3447	0.0178	1	17.5532	0.018	1	12.3623	0.0111	1	13.1162	0.0107	1
35	893	83.562242	-5.263731	1	0	05 34 14.938	-05 15 49.43	18.1392	0.0171	1	17.0318	0.0149	1	13.9607	0.0115	1	13.4157	0.0109	1
105	894	83.578471	-5.249164	1	0	05 34 18.833	-05 14 56.99	       	22.2208	2	       	21.728	2	20.1255	0.2696	1	18.6253	0.0774	1
189	895	83.591246	-5.258442	1	0	05 34 21.899	-05 15 30.39	       	22.0901	2	       	21.7084	2	17.5809	0.0619	1	16.4724	0.022	1
218	896	83.593975	-5.259553	2	0	05 34 22.554	-05 15 34.39	       	21.5012	2	       	       	0	19.1441	0.2049	1	18.0865	0.0684	1
218	896	83.593975	-5.259553	2	0	05 34 22.554	-05 15 34.39	       	23.0698	2	       	21.7345	2	19.2432	0.1429	1	17.956	0.0629	1
242	898	83.599462	-5.26115	1	0	05 34 23.871	-05 15 40.14	19.9709	0.0466	1	19.0376	0.0382	1	14.5218	0.0125	1	13.485	0.011	1
258	899	83.602396	-5.2729	1	0	05 34 24.575	-05 16 22.44	       	       	0	       	21.7536	2	19.9478	0.2459	1	19.0106	0.0992	1
449	900	83.62605	-5.283653	1	0	05 34 30.252	-05 17 01.15	21.7676	0.151	1	20.8123	0.1074	1	16.9064	0.04	1	15.9986	0.0178	1
493	901	83.630654	-5.263931	1	0	05 34 31.357	-05 15 50.15	       	22.0893	2	       	21.6235	2	17.7188	0.0669	1	16.5069	0.0239	1
519	902	83.633129	-5.253475	1	0	05 34 31.951	-05 15 12.51	       	22.9968	2	       	22.5436	2	18.6066	0.095	1	16.7998	0.0242	1
668	903	83.649767	-5.256683	1	0	05 34 35.944	-05 15 24.06	19.2755	0.0333	1	18.1632	0.0234	1	14.8881	0.0135	1	14.1607	0.0113	1
901	904	83.665683	-5.290097	1	0	05 34 39.764	-05 17 24.35	21.5663	0.1265	1	20.7315	0.0957	1	16.9172	0.0519	1	15.8988	0.0165	1
771	905	83.658742	-5.308247	1	0	05 34 38.098	-05 18 29.69	       	       	0	       	21.7188	2	       	19.0686	2	18.6634	0.0817	1
746	906	83.6571	-5.309275	1	0	05 34 37.704	-05 18 33.39	       	21.9928	2	19.0753	0.035	1	       	19.9776	2	       	       	0
979	907	83.670671	-5.304025	1	0	05 34 40.961	-05 18 14.49	       	22.9092	2	       	21.6976	2	19.3541	0.2306	1	17.3994	0.0361	1
1241	908	83.688587	-5.273833	1	0	05 34 45.261	-05 16 25.80	       	21.9157	2	       	21.6051	2	17.9215	0.08	1	16.4617	0.0206	1
1378	909	83.695621	-5.272125	1	0	05 34 46.949	-05 16 19.65	22.2291	0.2176	1	21.7006	0.1975	1	17.1216	0.0609	1	15.8824	0.016	1
1312	910	83.693096	-5.315164	1	0	05 34 46.343	-05 18 54.59	21.0785	0.0822	1	19.7624	0.0464	1	16.3986	0.0328	1	15.5959	0.0141	1
1508	911	83.701746	-5.277681	1	0	05 34 48.419	-05 16 39.65	       	22.9316	2	       	21.6914	2	18.4459	0.1039	1	17.3929	0.0396	1
1402	912	83.6967	-5.302775	1	0	05 34 47.208	-05 18 09.99	22.2037	0.1886	1	21.6274	0.2035	1	17.874	0.072	1	16.6252	0.0228	1
1542	913	83.703275	-5.296261	2	0	05 34 48.786	-05 17 46.54	       	22.3902	2	19.9244	0.0812	1	14.7564	0.0488	1	15.0905	0.013	1
1542	913	83.703275	-5.296261	2	0	05 34 48.786	-05 17 46.54	21.498	0.1276	1	21.6083	0.248	1	16.3476	0.034	1	15.0859	0.0137	1
1648	915	83.710225	-5.274944	2	0	05 34 50.454	-05 16 29.80	       	21.387	2	21.1726	0.2816	1	17.6984	0.0693	1	16.2227	0.0184	1
1648	915	83.710225	-5.274944	2	0	05 34 50.454	-05 16 29.80	       	21.8978	2	21.5774	0.2292	1	18.4674	0.122	1	16.1543	0.0194	1
1612	917	83.708729	-5.286747	1	0	05 34 50.095	-05 17 12.29	       	21.9138	2	       	21.7806	2	17.7593	0.0763	1	16.1397	0.0179	1
1701	918	83.71215	-5.276056	1	0	05 34 50.916	-05 16 33.80	       	21.7812	2	       	22.4607	2	18.8213	0.1824	1	17.2973	0.0427	1
1540	919	83.703204	-5.318731	2	0	05 34 48.769	-05 19 07.43	20.3688	0.0804	1	19.6187	0.0728	1	15.7381	0.021	1	14.6712	0.0122	1
1540	919	83.703204	-5.318731	2	0	05 34 48.769	-05 19 07.43	20.5177	0.0656	1	19.5495	0.0449	1	15.652	0.0228	1	14.6267	0.0121	1
1714	921	83.713375	-5.281914	1	0	05 34 51.210	-05 16 54.89	21.0189	0.0857	1	20.8697	0.101	1	15.692	0.0214	1	15.1151	0.0128	1
1580	922	83.7054	-5.315428	1	0	05 34 49.296	-05 18 55.54	18.4338	0.0213	1	17.4754	0.0173	1	14.0985	0.0129	1	13.4245	0.0109	1
1604	923	83.708342	-5.312494	1	0	05 34 50.002	-05 18 44.98	13.038	       	3	12.221	0.0103	1	10.6394	0.0112	1	10.4698	0.0102	1
1705	924	83.712504	-5.299039	1	0	05 34 51.001	-05 17 56.54	21.052	0.0889	1	19.993	0.0573	1	15.9533	0.0281	1	14.8709	0.0128	1
1916	925	83.726654	-5.289261	1	0	05 34 54.397	-05 17 21.34	20.5173	0.0683	1	19.935	0.0595	1	15.6879	0.0228	1	14.8244	0.0124	1
1916	926	83.726696	-5.289178	1	0	05 34 54.407	-05 17 21.04	20.3295	0.1085	1	19.7755	0.0863	1	15.7426	0.0242	1	14.8747	0.0125	1
2130	927	83.741792	-5.293828	1	0	05 34 58.030	-05 17 37.78	19.8261	0.0471	1	19.6731	0.047	1	15.3619	0.019	1	14.5876	0.0117	1
1936	928	83.728921	-5.283844	1	0	05 34 54.941	-05 17 01.84	17.8196	0.0159	1	17.8266	0.02	1	13.6165	0.0117	1	13.5839	0.0108	1
2238	929	83.751012	-5.314178	1	0	05 35 00.243	-05 18 51.04	20.5683	0.0648	1	19.2526	0.0384	1	15.4191	0.0194	1	14.4777	0.0116	1
2301	930	83.755504	-5.305944	1	0	05 35 01.321	-05 18 21.40	22.3278	0.2709	1	21.3324	0.1762	1	17.3303	0.0688	1	15.8153	0.0166	1
2371	931	83.758633	-5.306319	1	0	05 35 02.072	-05 18 22.75	21.4993	0.2133	1	21.8543	0.277	1	17.3078	0.0738	1	15.6204	0.0151	1
2364	932	83.758387	-5.309528	1	0	05 35 02.013	-05 18 34.30	       	21.8652	2	       	21.7272	2	17.6989	0.0853	1	15.8557	0.0169	1
2460	933	83.763437	-5.298153	1	0	05 35 03.225	-05 17 53.35	19.5703	0.0488	1	19.9663	0.0594	1	15.3726	0.0245	1	15.0315	0.0127	1
2454	934	83.763154	-5.308347	1	0	05 35 03.157	-05 18 30.05	18.469	0.0318	1	18.1549	0.025	1	14.6352	0.0169	1	14.1005	0.0114	1
2497	935	83.766512	-5.316639	1	0	05 35 03.963	-05 18 59.90	20.159	0.06	1	20.683	0.0952	1	16.3676	0.0578	1	15.5943	0.0145	1
2421	936	83.761442	-5.329053	1	0	05 35 02.746	-05 19 44.59	21.327	0.1571	1	20.8119	0.1172	1	15.037	0.0207	1	15.6848	0.0153	1
2421	937	83.761462	-5.329122	1	0	05 35 02.751	-05 19 44.84	20.7962	0.1965	1	20.7202	0.2309	1	15.1554	0.022	1	15.7521	0.0154	1
2898	938	83.78275	-5.284822	1	0	05 35 07.860	-05 17 05.36	20.9488	0.0875	1	19.9151	0.0555	1	16.3677	0.0349	1	15.5062	0.0143	1
2678	939	83.773375	-5.306917	1	0	05 35 05.610	-05 18 24.90	       	21.1524	2	       	21.4787	2	17.3279	0.0776	1	15.5273	0.0145	1
2780	940	83.77705	-5.2896	1	0	05 35 06.492	-05 17 22.56	       	21.7644	2	       	       	0	       	18.7109	2	18.6486	0.0801	1
2590	941	83.769883	-5.295092	1	0	05 35 04.772	-05 17 42.33	20.148	0.0665	1	19.193	0.0378	1	14.6647	0.0152	1	13.8002	0.0108	1
2674	942	83.773142	-5.322594	1	0	05 35 05.554	-05 19 21.34	21.2562	0.2899	1	       	22.4356	2	19.0465	0.2648	1	17.3797	0.0373	1
2832	943	83.779721	-5.308486	1	0	05 35 07.133	-05 18 30.55	       	21.4466	2	       	22.2532	2	18.2882	0.2285	1	16.8541	0.03	1
3002	944	83.785958	-5.279864	1	0	05 35 08.630	-05 16 47.51	       	21.8982	2	       	21.6638	2	19.105	0.1833	1	17.0557	0.0299	1
3026	945	83.786725	-5.284947	1	0	05 35 08.814	-05 17 05.81	       	       	0	       	       	0	       	19.0843	2	18.6752	0.0833	1
3056	946	83.788262	-5.281003	1	0	05 35 09.183	-05 16 51.61	       	22.6868	2	       	21.7562	2	19.3715	0.2143	1	17.6321	0.0468	1
3068	947	83.788646	-5.282239	1	0	05 35 09.275	-05 16 56.06	19.7947	0.045	1	18.6895	0.0303	1	15.5552	0.019	1	14.9252	0.0125	1
2907	948	83.783308	-5.307403	2	0	05 35 07.994	-05 18 26.65	18.523	0.2365	1	19.6698	0.1991	1	14.9952	0.2062	1	17.288	0.051	1
2907	948	83.783308	-5.307403	2	0	05 35 07.994	-05 18 26.65	       	21.1874	2	       	21.3247	2	       	18.4534	2	17.4619	0.0446	1
2864	950	83.781342	-5.330664	1	0	05 35 07.522	-05 19 50.39	       	22.0905	2	       	21.3212	2	18.3236	0.2856	1	16.6574	0.0257	1
3166	951	83.791979	-5.285211	1	0	05 35 10.075	-05 17 06.76	       	21.7764	2	       	21.7426	2	17.1856	0.0657	1	18.1812	0.0694	1
2961	952	83.7847	-5.320625	1	0	05 35 08.328	-05 19 14.25	       	21.2587	2	       	21.3089	2	       	17.9847	2	18.574	0.0805	1
2955	953	83.784612	-5.327025	1	0	05 35 08.307	-05 19 37.29	       	21.3331	2	       	       	0	       	17.9192	2	19.1956	0.1178	1
3032	954	83.787108	-5.325903	1	0	05 35 08.906	-05 19 33.25	       	21.2634	2	       	21.3112	2	17.9298	0.1768	1	16.3564	0.022	1
3348	955	83.796721	-5.289142	1	0	05 35 11.213	-05 17 20.91	21.1465	0.1006	1	20.5875	0.0817	1	15.7084	0.022	1	14.8531	0.0122	1
3170	956	83.791979	-5.317361	1	0	05 35 10.075	-05 19 02.50	       	21.9287	2	       	21.3885	2	17.6985	0.1106	1	16.6723	0.0256	1
3436	957	83.799658	-5.324056	1	0	05 35 11.918	-05 19 26.60	       	21.2326	2	       	21.3358	2	18.1357	0.2738	1	16.4284	0.023	1
3436	958	83.799483	-5.323931	1	0	05 35 11.876	-05 19 26.15	20.4685	0.0943	1	19.8869	0.058	1	15.2617	0.0373	1	14.0099	0.0111	1
3434	959	83.79955	-5.3339	1	0	05 35 11.892	-05 20 02.04	       	21.1087	2	       	       	0	       	       	3	17.8997	0.0637	1
3628	960	83.805162	-5.309153	1	0	05 35 13.239	-05 18 32.95	       	       	0	       	       	0	       	       	3	20.4501	0.2514	1
3576	961	83.804204	-5.317833	1	0	05 35 13.009	-05 19 04.20	21.7677	0.276	1	21.078	0.1518	1	16.358	0.0604	1	15.1526	0.0133	1
3459	962	83.800362	-5.323556	1	0	05 35 12.087	-05 19 24.80	       	       	0	       	       	0	       	       	3	15.9833	0.0174	1
3682	963	83.806292	-5.288142	1	0	05 35 13.510	-05 17 17.31	21.6442	0.1482	1	20.9579	0.1126	1	16.5967	0.0386	1	15.362	0.0136	1
8195	964	83.806254	-5.292017	1	0	05 35 13.501	-05 17 31.26	       	21.8292	2	       	21.6145	2	17.1066	0.0597	1	16.1405	0.0178	1
3650	965	83.806121	-5.286197	1	0	05 35 13.469	-05 17 10.31	20.9008	0.0806	1	20.1333	0.0589	1	15.2996	0.0166	1	14.1074	0.0111	1
3650	966	83.805858	-5.286197	1	0	05 35 13.406	-05 17 10.31	       	22.7619	2	       	21.5435	2	17.8334	0.0755	1	15.6949	0.0158	1
3343	967	83.796567	-5.326625	1	0	05 35 11.176	-05 19 35.85	21.1117	0.1526	1	20.5084	0.0971	1	16.3084	0.0676	1	14.9352	0.0125	1
3356	968	83.797417	-5.320056	1	0	05 35 11.380	-05 19 12.20	18.8563	0.0387	1	17.7731	0.0215	1	14.1863	0.0279	1	13.7813	0.0109	1
3724	969	83.806729	-5.309153	1	0	05 35 13.615	-05 18 32.95	       	21.3237	2	       	21.4251	2	       	18.5207	2	17.3921	0.0374	1
3415	970	83.799108	-5.309694	1	0	05 35 11.786	-05 18 34.90	       	20.9804	2	       	22.3036	2	       	19.4335	2	19.3188	0.1153	1
3200	971	83.792892	-5.332317	1	0	05 35 10.294	-05 19 56.34	       	21.2084	2	21.4125	0.1971	1	16.5955	0.085	1	15.3694	0.014	1
3538	972	83.803067	-5.281322	1	0	05 35 12.736	-05 16 52.76	20.8975	0.0791	1	20.4923	0.0793	1	15.4659	0.0171	1	14.0982	0.0113	1
3219	973	83.793387	-5.331219	1	0	05 35 10.413	-05 19 52.39	21.2061	0.1654	1	       	21.3059	2	16.2487	0.0692	1	15.6772	0.0153	1
3892	974	83.810229	-5.294586	1	0	05 35 14.455	-05 17 40.51	       	       	0	       	       	0	       	19.0916	2	18.9781	0.0995	1
3123	975	83.791046	-5.326125	1	0	05 35 09.851	-05 19 34.05	20.2889	0.0866	1	20.1009	0.0758	1	14.9216	0.0337	1	14.3627	0.012	1
3084	976	83.789867	-5.328528	1	0	05 35 09.568	-05 19 42.70	       	21.3376	2	       	22.2641	2	       	       	3	18.1831	0.0699	1
3882	977	83.810225	-5.290433	1	0	05 35 14.454	-05 17 25.56	22.131	0.2399	1	21.4333	0.1722	1	16.1251	0.0264	1	14.8601	0.0123	1
3380	978	83.798412	-5.320083	1	0	05 35 11.619	-05 19 12.30	       	       	0	       	22.19	2	       	17.1325	2	17.5979	0.0482	1
3882	979	83.810221	-5.29035	1	0	05 35 14.453	-05 17 25.26	       	21.8012	2	       	21.5863	2	16.2893	0.0307	1	15.0364	0.0126	1
3543	980	83.803087	-5.324375	1	0	05 35 12.741	-05 19 27.75	       	       	0	       	22.1445	2	       	       	3	18.5383	0.0789	1
3384	981	83.798479	-5.282725	1	0	05 35 11.635	-05 16 57.81	15.0024	0.0104	1	14.2985	0.0104	1	11.8276	0.0103	1	11.2047	0.0104	1
